Timestamp	What's your age group?	What's your highest degree?	If applicable, what field of study was your highest degree in?	Did you finish the course?	How many years have you been programming?	How many hours, on average, did you spend per week on the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	How difficult did you find the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	Do you feel the course was worth the time you invested in it?	Would you take a follow-up functional programming in Scala course, if it were offered?	What is your preferred editor, for use outside of this course?	What editor did you end up using for the majority of the course?	What experience do you have with other programming languages or paradigms? [Java]	What experience do you have with other programming languages or paradigms? [C / C++ / Objective-C]	What experience do you have with other programming languages or paradigms? [Python / Ruby / Perl / other scripting language]	What experience do you have with other programming languages or paradigms? [C#/.NET]	What experience do you have with other programming languages or paradigms? [Objective-C]	What experience do you have with other programming languages or paradigms? [JavaScript]	What experience do you have with other programming languages or paradigms? [Haskell / OCaml / ML / F#]	What interested you in the Principles of Reactive Programming course?	Where do you plan to apply what you've learned in this course?	How difficult did you find the homework assignments? [Part 1: weeks 1 & 2 with Prof. Odersky]	What experience do you have with other programming languages or paradigms? [Lisp / Scheme / Clojure]	What country do you live in?	What's your gender?	How difficult did you find the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How many hours, on average, did you spend per week on the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How many hours, on average, did you spend per week on the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How difficult did you find the homework assignments? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the homework assignments? [Part 3: weeks 5-7 with Dr. Kuhn]
1/16/2014 19:36:37	18-24	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	3-5 years	1-4 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	I've seen and understand some code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I've seen and understand some code	Russian Federation	Male	3	3	1-4 hours	4-6 hours	3	4
1/16/2014 19:36:46	45-54	Master's Degree (or equivalent)	Computer Science	Yes	20+ years	4-6 hours	2	3		Eclipse	Eclipse	I'm fluent	I'm fluent	I'm an expert	I have some experience writing code		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	3	I have some experience writing code	Germany	Male	3	3	4-6 hours	6-8 hours	4	4
1/16/2014 19:37:04	35-44	Master's Degree (or equivalent)	Physics	Yes	10-15 years	4-6 hours	2	5		Eclipse	Eclipse	I'm fluent	I'm an expert	I've seen and understand some code	I have some experience writing code		I have some experience writing code	I've seen and understand some code	Helps With Profession	Individual project at work	2	I've seen and understand some code	Spain	Male	5	4	10+ hours	8-10 hours	5	3
1/16/2014 19:37:12	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	4-6 hours	3	5		Eclipse	Eclipse	I'm an expert	No experience / not seen it at all	I'm fluent	No experience / not seen it at all		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I've seen and understand some code	Hungary	Male	4	3	8-10 hours	6-8 hours	4	3
1/16/2014 19:37:12	25-34	Master's Degree (or equivalent)	Computer Science	Yes	15-20 years	6-8 hours	3	5		IntelliJ	IntelliJ	I'm an expert	I'm fluent	I'm fluent	No experience / not seen it at all		I have some experience writing code	I've seen and understand some code	Helps With Profession	Team project at work	3	I've seen and understand some code	Russian Federation	Male	4	4	6-8 hours	6-8 hours	4	4
1/16/2014 19:37:47	25-34	Master's Degree (or equivalent)	Computer Science	Yes	15-20 years	1-4 hours	2	5		IntelliJ	Eclipse	I'm fluent	I'm fluent	I'm an expert	I've seen and understand some code		I'm an expert	I have some experience writing code	Personal Interest/Curiosity	Team project at work	2	I have some experience writing code	Netherlands	Male	4	2	6-8 hours	4-6 hours	4	2
1/16/2014 19:37:49	45-54	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	4-6 hours	3	5		IntelliJ	IntelliJ	I'm fluent	I have some experience writing code	I'm fluent	I have some experience writing code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Individual project at work	3	No experience / not seen it at all	Netherlands	Male	3	3	8-10 hours	10+ hours	4	4
1/16/2014 19:38:04	45-54	Master's Degree (or equivalent)	Computer Science	Yes	15-20 years	8-10 hours	3	5		Eclipse	Eclipse	I'm fluent	I have some experience writing code	I've seen and understand some code	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	4	I've seen and understand some code	Netherlands	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:38:08	45-54	Master's Degree (or equivalent)	Electrical Engineering	Yes	20+ years	4-6 hours	2	4		Eclipse	Eclipse	I'm an expert	I'm fluent	I have some experience writing code	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	2	I've seen and understand some code	United States	Male	4	3	8-10 hours	6-8 hours	5	3
1/16/2014 19:38:22	25-34	Some College (or equivalent)	Computer/Software Engineering	Yes	20+ years	1-4 hours	2	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	I have some experience writing code		I have some experience writing code	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	2	No experience / not seen it at all	Poland	Male	4	3	4-6 hours	6-8 hours	3	4
1/16/2014 19:38:23	35-44	Bachelor's Degree (or equivalent)	Physics	Yes	10-15 years	4-6 hours	3	5		Sublime Text	Eclipse	I've seen and understand some code	No experience / not seen it at all	I have some experience writing code	I have some experience writing code		I'm an expert	No experience / not seen it at all	Helps With Profession	Team project at work	3	No experience / not seen it at all	Canada	Male	4	4	4-6 hours	4-6 hours	4	4
1/16/2014 19:38:40	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	1-4 hours	2	5		Eclipse	Eclipse	I'm an expert	I'm fluent	I'm fluent	No experience / not seen it at all		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	3	No experience / not seen it at all	United States	Male	4	3	6-8 hours	6-8 hours	4	3
1/16/2014 19:38:40	35-44	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	8-10 hours	3	5		IntelliJ	Eclipse	I'm fluent	I'm fluent	I've seen and understand some code	No experience / not seen it at all		I've seen and understand some code	No experience / not seen it at all	Helps With Profession	Team project at work	3	No experience / not seen it at all	Israel	Female	4	3	10+ hours	8-10 hours	5	4
1/16/2014 19:38:42	25-34	Master's Degree (or equivalent)	Computer Science	Yes	5-7 years	6-8 hours	3	3		Eclipse	Eclipse	I'm an expert	I've seen and understand some code	I've seen and understand some code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	3	No experience / not seen it at all	Belgium	Male	3	3	6-8 hours	8-10 hours	4	4
1/16/2014 19:38:44	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	7-10 years	10+ hours	3	3		Eclipse	Eclipse	I'm fluent	I've seen and understand some code	I've seen and understand some code	I've seen and understand some code		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	3	No experience / not seen it at all	Brazil	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:38:47	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	8-10 hours	3	5		IntelliJ	IntelliJ	I have some experience writing code	I've seen and understand some code	I'm fluent	I have some experience writing code		I'm an expert	I have some experience writing code	Helps With Profession	No application plans, attended for general interest	4	I've seen and understand some code	Sweden	Male	3	3	8-10 hours	8-10 hours	4	3
1/16/2014 19:38:59	45-54	Bachelor's Degree (or equivalent)	Economics	Yes	20+ years	4-6 hours	2	4		emacs	Eclipse	I'm fluent	I've seen and understand some code	I've seen and understand some code	No experience / not seen it at all		No experience / not seen it at all	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	2	I have some experience writing code	United States	Male	3	4	4-6 hours	6-8 hours	3	4
1/16/2014 19:39:06	18-24	Master's Degree (or equivalent)	Computer Science	Yes	3-5 years	6-8 hours	3	5		Visual Studio	Eclipse	I have some experience writing code	I have some experience writing code	I've seen and understand some code	I'm an expert		I'm fluent	I'm fluent	Personal Interest/Curiosity	Team project at work	3	No experience / not seen it at all	Russian Federation	Male	3	3	6-8 hours	10+ hours	3	3
1/16/2014 19:39:07	18-24	Master's Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	3	4		IntelliJ	Sublime Text	I have some experience writing code	I've seen and understand some code	I'm fluent	I have some experience writing code		I have some experience writing code	I have some experience writing code	Personal Interest/Curiosity	Personal projects	4	I've seen and understand some code	Russian Federation	Male	3	3	4-6 hours	4-6 hours	4	4
1/16/2014 19:39:31	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	1-4 hours	3	3		IntelliJ	IntelliJ	I'm fluent	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I've seen and understand some code	I've seen and understand some code	Personal Interest/Curiosity	No application plans, attended for general interest	3	No experience / not seen it at all	United States	Male	3	3	4-6 hours	4-6 hours	4	4
1/16/2014 19:39:34	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	4-6 hours	3	5		Eclipse	Eclipse	I'm fluent	I have some experience writing code	I'm fluent	I have some experience writing code		I have some experience writing code	I have some experience writing code	Personal Interest/Curiosity	Individual project at work	2	No experience / not seen it at all	Sweden	Male	4	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:39:38	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	6-8 hours	2	5		Eclipse	Eclipse	I'm an expert	I've seen and understand some code	I have some experience writing code	I've seen and understand some code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I've seen and understand some code	Germany	Male	3	3	10+ hours	10+ hours	4	4
1/16/2014 19:39:46	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	4-6 hours	2	5		IntelliJ	Eclipse	I'm an expert	I've seen and understand some code	I have some experience writing code	No experience / not seen it at all		I have some experience writing code	I've seen and understand some code	Helps With Profession	Individual project at work	3	I've seen and understand some code	United Kingdom	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:39:47	35-44	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	4-6 hours	3	4		IntelliJ	IntelliJ	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I have some experience writing code	Germany	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 19:39:54	35-44	Bachelor's Degree (or equivalent)	Electrical Engineering	Yes	15-20 years	6-8 hours	3	5		IntelliJ	Eclipse	I'm an expert	I'm fluent	I've seen and understand some code	I've seen and understand some code		I'm fluent	No experience / not seen it at all	Helps With Profession	Team project at work	5	No experience / not seen it at all	United Kingdom	Male	3	3	6-8 hours	8-10 hours	5	5
1/16/2014 19:39:55	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	10-15 years	4-6 hours	3	4		IntelliJ	Eclipse	I have some experience writing code	I've seen and understand some code	I've seen and understand some code	I'm an expert		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	3	I've seen and understand some code	Poland	Male	3	3	6-8 hours	6-8 hours	3	3
1/16/2014 19:40:20	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	6-8 hours	3	5		IntelliJ	Eclipse	I'm an expert	I've seen and understand some code	I'm fluent	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Helps With Profession	Team project at work	4	No experience / not seen it at all	United Kingdom	Male	3	3	6-8 hours	6-8 hours	4	3
1/16/2014 19:41:22	35-44	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	4-6 hours	2	5		IntelliJ	emacs	I'm an expert	I've seen and understand some code	I have some experience writing code	No experience / not seen it at all		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Team project at work	2	I have some experience writing code	Belgium	Male	3	3	6-8 hours	6-8 hours	3	3
1/16/2014 19:41:39	35-44	Master's Degree (or equivalent)	Computer Science	Yes	15-20 years	10+ hours	4	5		Eclipse	Eclipse	I'm an expert	I'm fluent	I have some experience writing code	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	4	No experience / not seen it at all	Finland	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 19:41:47	55-64	Master's Degree (or equivalent)	Operations Research	No	20+ years	6-8 hours	3	5		Eclipse	Eclipse	I'm an expert	I've seen and understand some code	I have some experience writing code	I have some experience writing code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Individual project at work	3	No experience / not seen it at all	United States	Male	3	3	1-4 hours	1-4 hours	3	3
1/16/2014 19:41:56	25-34	Master's Degree (or equivalent)	Mathematics and Physics	Yes	3-5 years	4-6 hours	2	5		NetBeans	Eclipse	I'm fluent	I've seen and understand some code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	2	No experience / not seen it at all	United Kingdom	Male	3	4	4-6 hours	4-6 hours	3	4
1/16/2014 19:42:22	25-34	Master's Degree (or equivalent)	Computer Science	No	5-7 years	8-10 hours	3	5		Eclipse	Eclipse	I'm fluent	I'm fluent	I'm fluent	I have some experience writing code		I've seen and understand some code	No experience / not seen it at all	Helps With Profession	Personal projects	3	I've seen and understand some code	Poland	Male	3	4	10+ hours	10+ hours	4	4
1/16/2014 19:42:24	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	5-7 years	4-6 hours	3	5		IntelliJ	IntelliJ	I'm an expert	I'm fluent	I have some experience writing code	I've seen and understand some code		I've seen and understand some code	I have some experience writing code	Helps With Profession	Individual project at work	3	I've seen and understand some code	Poland	Male	3	3	6-8 hours	6-8 hours	3	3
1/16/2014 19:42:24	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	4-6 hours	3	4		Sublime Text	Eclipse	I'm an expert	I'm fluent	I'm fluent	I have some experience writing code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	No application plans, attended for general interest	3	I've seen and understand some code	Sweden	Male	4	3	6-8 hours	4-6 hours	4	3
1/16/2014 19:42:51	35-44	Master's Degree (or equivalent)	Statistics/Mathematics	Yes	10-15 years	1-4 hours	3	4		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		I'm an expert	No experience / not seen it at all	Personal Interest/Curiosity	Individual project at work	3	No experience / not seen it at all	Ukraine	Male	4	4	4-6 hours	6-8 hours	5	4
1/16/2014 19:43:03	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	3-5 years	8-10 hours	4	5		IntelliJ	IntelliJ	I have some experience writing code	I have some experience writing code	I've seen and understand some code	I'm fluent		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Team project at work	5	No experience / not seen it at all	United States	Female	4	4	10+ hours	10+ hours	4	4
